Adjetives_Verbs,Nouns_Dependent,Adjetive_Type
shaky ,state budget ,Negative
shrink*,state budget ,Negative
slim,state budget ,Negative
slow,state budget ,Negative
small*,state budget ,Negative
structural ,state budget ,Negative
struggling,state budget ,Negative
tight,state budget ,Negative
troubl*,state budget ,Negative
unbalance*,state budget ,Negative
unstable,state budget ,Negative
unsustainable,state budget ,Negative
urgent*,state budget ,Negative
weak*,state budget ,Negative
worse*,state budget ,Negative
consolidat*,state securit*,Negative
corrupt ,state securit*,Negative
declin*,state securit*,Negative
destabili*,state securit*,Negative
deteriorat*,state securit*,Negative
diffic*,state securit*,Negative
diminish,state securit*,Negative
discipline*,state securit*,Negative
fail*,state securit*,Negative
fall*,state securit*,Negative
fraud*,state securit*,Negative
inefficient,state securit*,Negative
insufficient ,state securit*,Negative
involuntary,state securit*,Negative
irresponsib*,state securit*,Negative
low*,state securit*,Negative
meager,state securit*,Negative
negative,state securit*,Negative
problem*,state securit*,Negative
restrict*,state securit*,Negative
rigid,state securit*,Negative
severe,state securit*,Negative
shaky ,state securit*,Negative
shrink*,state securit*,Negative
slim,state securit*,Negative
slow,state securit*,Negative
small*,state securit*,Negative
structural ,state securit*,Negative
struggling,state securit*,Negative
tight,state securit*,Negative
troubl*,state securit*,Negative
unbalance*,state securit*,Negative
unstable,state securit*,Negative
unsustainable,state securit*,Negative
urgent*,state securit*,Negative
weak*,state securit*,Negative
worse*,state securit*,Negative
consolidat*,transmission ,Negative
corrupt ,transmission ,Negative
declin*,transmission ,Negative
destabili*,transmission ,Negative
deteriorat*,transmission ,Negative
diffic*,transmission ,Negative
diminish,transmission ,Negative
discipline*,transmission ,Negative
fail*,transmission ,Negative
fall*,transmission ,Negative
fraud*,transmission ,Negative
inefficient,transmission ,Negative
insufficient ,transmission ,Negative
involuntary,transmission ,Negative
irresponsib*,transmission ,Negative
low*,transmission ,Negative
meager,transmission ,Negative
negative,transmission ,Negative
problem*,transmission ,Negative
restrict*,transmission ,Negative
rigid,transmission ,Negative
severe,transmission ,Negative
shaky ,transmission ,Negative
shrink*,transmission ,Negative
slim,transmission ,Negative
slow,transmission ,Negative
small*,transmission ,Negative
structural ,transmission ,Negative
struggling,transmission ,Negative
tight,transmission ,Negative
troubl*,transmission ,Negative
unbalance*,transmission ,Negative
unstable,transmission ,Negative
unsustainable,transmission ,Negative
urgent*,transmission ,Negative
weak*,transmission ,Negative
worse*,transmission ,Negative
consolidat*,wage*,Negative
corrupt ,wage*,Negative
declin*,wage*,Negative
destabili*,wage*,Negative
deteriorat*,wage*,Negative
diffic*,wage*,Negative
diminish,wage*,Negative
discipline*,wage*,Negative
fail*,wage*,Negative
fall*,wage*,Negative
fraud*,wage*,Negative
inefficient,wage*,Negative
insufficient ,wage*,Negative
involuntary,wage*,Negative
irresponsib*,wage*,Negative
low*,wage*,Negative
meager,wage*,Negative
negative,wage*,Negative
problem*,wage*,Negative
restrict*,wage*,Negative
rigid,wage*,Negative
severe,wage*,Negative
shaky ,wage*,Negative
shrink*,wage*,Negative
slim,wage*,Negative
slow,wage*,Negative
small*,wage*,Negative
structural ,wage*,Negative
struggling,wage*,Negative
tight,wage*,Negative
troubl*,wage*,Negative
unbalance*,wage*,Negative
unstable,wage*,Negative
unsustainable,wage*,Negative
urgent*,wage*,Negative
weak*,wage*,Negative
worse*,wage*,Negative
,expansion,Positive
,full* employment,Positive
,high* employment,Positive
,high* levels of employment,Positive
,low fiscal deficit,Positive
,low price pressure*,Positive
,low sovereign debt,Positive
,low* inflationary pressure*,Positive
,low* levels of unemployment,Positive
,low* public debt ,Positive
,low* unemployment,Positive
,prosperity,Positive
,real progress,Positive
,signs of progress,Positive
,stable fiscal deficit,Positive
,stable public deficit,Positive
,stable sovereign debt,Positive
,welfare,Positive
,austerity,Negative
,,
,fiscal disciplin*,Negative
,growing deficit*,Negative
,high deficit*,Negative
,high price pressure*,Negative
,high public deficit* ,Negative
,high sovereign debt,Negative
,high* government debt,Negative
,high* inflationary pressure*,Negative
,high* levels of unemployment,Negative
,high* unemployment,Negative
,idiosyncr*,Negative
,jobless,Negative
,lavish*,Negative
,lax*,Negative
,low levels of employment,Negative
,no progress ,Negative
,out of work,Negative
,protectionist,Negative
,risi* fiscal deficit*,Negative
,risi* inflationary pressure*,Negative
,risi* public debt ,Negative
,risi* public deficit* ,Negative
,shortfall ,Negative
,sovereign default,Negative
,surveil*,Negative
